id,Scholar,Activist,Monumental Memorialization,Mention of Scholarly Work,Social/Political Advocacy,Coalition Building,Out of the Mouth of Academics,Out of the Mouth of Activists,Collective Synecdoche,file_contents
89,1,1,0,1,1,0,1,0,0,"User: Now it turns out that for the last eight years, another major book was in the works: ""W. E. B. Du Bois: Biography of a Race, 1868-1919"" (Henry Holt & Company, New York, $35), a 735-page tome, described by Dr. Lewis in his preface as a project that ""often rendered me unaware of the routine of daily life."" Du Bois died in 1963 at the age of 95, and the research involved travel over three continents, inquiry into 28 archives and 99 library collections and interviews with more than 150 people. ""And alas,"" Dr. Lewis said recently, ""all this for what it turns out is only volume one."" But ""Du Bois"" -- a candidate for the National Book Award in nonfiction -- is a powerfully thorough book that because its subject was such a extraordinary leader, so central to the political controversies around him, it compels a reappraisal of the post-Civil War era. Du Bois is perhaps best known in the civil rights movement for his insistence on full equality for his fellow blacks, as opposed to the accommodative policies of Booker T. Washington. But Dr. Lewis's book reveals much more about Du Bois as political strategist. In 1911, for example, when Woodrow Wilson, then Governor of New Jersey, prepared to enter the Presidential race, he asked Du Bois to influence blacks to depart from their traditional Republican stance and vote Democratic. After Wilson won with a larger-than-expected vote and segregationist politics continued, Du Bois retaliated with searing anti-Wilson editorials in The Crisis, the magazine of the National Association for the Advancement of Colored People.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable because the passage describes a lengthy biography of Du Bois, implying his intellectual contributions and scholarly pursuits, and mentions his theoretical stance on equality.
   - Activist: Applicable because the passage explicitly mentions his role as a ""leader,"" his involvement in political strategy, his influence on voting patterns, and his retaliatory ""searing anti-Wilson editorials"" in *The Crisis*.

2. **General Themes**:
   - Monumental Memorialization: Not applicable because the passage does not mention any enduring cultural objects named after Du Bois.
   - Mention of Scholarly Work: Applicable because the passage refers to a ""major book"" about Du Bois and his ""insistence on full equality,"" which are key aspects of his scholarly work.
   - Social/Political Advocacy: Applicable because the passage details Du Bois's involvement in political strategy, his influence on voting, his critique of segregationist politics, and his ""searing anti-Wilson editorials,"" all of which constitute social and political advocacy.

3. **Canonization Processes**:
   - Coalition Building: Not applicable because the passage does not describe Du Bois as an agent establishing his reputation through organizational and institutional sponsorship.
   - Out of the Mouth of Academics: Applicable because Dr. Lewis, who is implied to be an academic through the description of his extensive research and the preface to the biography, is engaging with Du Bois's work and legacy.
   - Out of the Mouth of Activists: Not applicable because while Du Bois was an activist, the passage does not feature an individual described as a current activist or leader referencing Du Bois's work or legacy.
   - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other famous figures to represent a broader concept.

**Codes Applied**:
- Scholar
- Activist
- Mention of Scholarly Work
- Social/Political Advocacy
- Out of the Mouth of Academics
"
88,1,0,0,0,0,0,0,0,1,"User: The “suffragents” included the writer Max Eastman, in whose Greenwich Village apartment members of the Men’s League for Woman Suffrage in New York met; George Creel, the Wilson administration’s chief government propagandist in World War I; the educator John Dewey; the sociologist and historian W. E. B. Du Bois; Representative Charles A. Lindbergh Sr. (father of the aviator); the journalist Oswald Garrison Villard; Rabbi Stephen S. Wise; and eventually the Tammany boss Charles F. Murphy.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable, as Du Bois is identified as a ""sociologist and historian,"" which are academic disciplines.
   - Activist: Not directly applicable, as his role as a sociologist and historian is highlighted, not his activism in this specific context.

2. **General Themes**:
    - Monumental Memorialization: Not applicable, as there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable, as no specific academic works or theoretical concepts by Du Bois are mentioned.
    - Social/Political Advocacy: Not directly applicable, as while he is listed among individuals involved in a movement, his specific advocacy is not detailed in this passage.

3. **Canonization Processes**:
    - Coalition Building: Not applicable, as the passage does not describe Du Bois as an agent establishing his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Not applicable, as no academic is specifically engaging with Du Bois's work or representing him as a concept; he is listed as one among many.
    - Out of the Mouth of Activists: Not applicable, as no individual described as a leader, activist, or politician is referencing Du Bois's work or legacy.
    - Collective Synecdoche: Applicable, as Du Bois is mentioned alongside other famous intellectuals and public figures to represent a facet of a movement or era.

**Codes Applied**:
- Scholar
- Collective Synecdoche
"
63,0,1,0,0,1,1,0,0,0,"User: The 1917 marchers, organized by W. E. B. Du Bois and the N.A.A.C.P., walked in their Sunday finest behind signs reading “Thou Shalt Not Kill?” and “Your Hands Are Full of Blood.”
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable. The passage does not describe Du Bois as a scholar or intellectual, focusing instead on his organizational role.
   - Activist: Applicable. The passage explicitly states Du Bois organized the march, implying his role as an activist.

2. **General Themes**:
    - Monumental Memorialization: Not applicable. There is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable. The passage does not reference any of Du Bois's academic works or theoretical concepts.
    - Social/Political Advocacy: Applicable. The passage describes a march organized by Du Bois and the NAACP with protest signs, which is a clear instance of social and political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Applicable. Du Bois is described as organizing the march with the NAACP, indicating his role in building coalitions.
    - Out of the Mouth of Academics: Not applicable. The passage does not feature an academic discussing Du Bois or his work.
    - Out of the Mouth of Activists: Not applicable. While Du Bois is an activist, the passage does not show another activist referencing or drawing upon his work or legacy.
    - Collective Synecdoche: Not applicable. Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Activist
- Social/Political Advocacy
- Coalition Building
"
77,0,1,0,0,1,0,0,1,0,"User: In a similar vein Mrs. Shirley Graham Du Bois, windw of W. E. B. Du Bois, told the participants that “wherever people are strug gling, there are no men ‘ask ing women to walk three steps behind them.” Talking about black Africa, Communist China and North Vietnam Mrs. ‘Du Bois saigl, “Honey, they don't need your sympathy, they are more lib erated than you are.”
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable because the passage does not describe Du Bois as a scholar or intellectual, but rather focuses on his wife's statements.
   - Activist: Not directly applicable because while his wife is speaking, the passage does not explicitly describe Du Bois himself as an activist.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable because the passage does not mention or quote any of Du Bois's academic works or theoretical concepts.
    - Social/Political Advocacy: Applicable because the passage quotes Shirley Graham Du Bois discussing liberation and struggle in various global contexts, implying a connection to social and political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because the passage does not describe Du Bois as an agent establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable because Shirley Graham Du Bois is not identified as an academic in this context, and the quote is not engaging with Du Bois's work from an academic perspective.
    - Out of the Mouth of Activists: Applicable because Shirley Graham Du Bois, as the widow of W.E.B. Du Bois and speaking in a context that implies advocacy, references Du Bois's legacy and ideas.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Social/Political Advocacy
- Out of the Mouth of Activists
"
118,0,0,0,0,1,0,0,0,0,"User: Mr. Meade said Mr. Paynter's study would reveal ''the line of strength leading not just to Du Bois but to many families still in the area who were around just as long and who are just as important in their own ways.''
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable. The passage does not describe Du Bois as a scholar or intellectual, nor does it reference his scholarly work.
   - Activist: Not applicable. The passage does not explicitly call Du Bois an activist or mention his political or social activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable. There is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable. The passage does not mention any academic works or major theoretical concepts by Du Bois.
    - Social/Political Advocacy: Applicable. The passage implies Du Bois's work is part of a ""line of strength"" that connects to families and their importance, suggesting a connection to social and historical narratives of significance.

3. **Canonization Processes**:
    - Coalition Building: Not applicable. The passage does not describe Du Bois as an agent establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable. Mr. Meade is not identified as an academic, and the context does not suggest an academic engagement with Du Bois's work.
    - Out of the Mouth of Activists: Not applicable. Mr. Meade is not described as an activist, leader, or politician, nor is he affiliated with a specific political or activist organization in this context.
    - Collective Synecdoche: Not applicable. Du Bois is not mentioned alongside other famous intellectuals, activists, or public figures to represent a broader concept.

**Codes Applied**:
- Social/Political Advocacy
"
49,0,0,1,0,1,0,1,0,0,"User: In 1955 Mrs. Durr and her husband helped a black civil rights leader, E. D. Nixon, bail Mrs. Parks, a black seamstress active in the N.A.A.C.P., out of jail in Montgomery, Ala., said Dr. Patricia Sullivan, a historian and fellow at the W. E. B. Du Bois Institute of Afro-American Research at Harvard University.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not directly applicable because while the W.E.B. Du Bois Institute is mentioned, Du Bois himself is not described as a scholar in this passage.
   - Activist: Not directly applicable because Du Bois is not explicitly called an activist or leader, nor is his activism directly noted or implied in this passage.

2. **General Themes**:
    - Monumental Memorialization: Applicable because the W.E.B. Du Bois Institute of Afro-American Research is a named institute.
    - Mention of Scholarly Work: Not applicable because no specific academic works or major theoretical concepts by Du Bois are mentioned or quoted.
    - Social/Political Advocacy: Applicable because the passage discusses the civil rights movement, the NAACP, and the actions of civil rights leaders, all of which fall under social and political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because Du Bois is not described as an agent establishing his reputation through organizational and institutional sponsorship.
    - Out of the Mouth of Academics: Applicable because Dr. Patricia Sullivan, a historian and fellow at the W. E. B. Du Bois Institute, is referencing Du Bois's legacy in the context of her academic work.
    - Out of the Mouth of Activists: Not applicable because no individual described as a leader, activist, or politician is referencing or drawing upon Du Bois's work or legacy.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned with other famous intellectuals, activists, or public figures to represent a broader concept.

**Codes Applied**:
- Monumental Memorialization
- Social/Political Advocacy
- Out of the Mouth of Academics
"
61,1,0,0,0,1,0,1,0,1,"User: Orlando Patterson (Op-Ed, Nov. 2) asserts that for many African-Americans and some scholars ''Jefferson's contradictions were . . . more reason for a separatist interpretation'' of America's racist legacy. Yet any serious reading of the work of mainstream black intellectuals whose lives were devoted to inclusion rather than separatism, like Frederick Douglass, W. E. B. Du Bois and the Rev. Dr. Martin Luther King Jr., would not support that assertion.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable because Du Bois is described as a ""mainstream black intellectual"" whose life was devoted to inclusion, implying intellectual contributions to social theory.
   - Activist: Not directly applicable because while his life was devoted to inclusion, the passage focuses on his intellectual stance rather than explicit activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable because while he is referred to as an intellectual, no specific scholarly works or major theoretical concepts are mentioned or quoted.
    - Social/Political Advocacy: Applicable because Du Bois is invoked in a discussion about inclusion versus separatism regarding America's racist legacy, which is a form of social and political critique.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because the passage does not describe Du Bois as an agent establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Applicable because Orlando Patterson, an academic, is referencing Du Bois's work and legacy in his assertion.
    - Out of the Mouth of Activists: Not applicable because the passage does not feature an individual described as a leader, activist, or politician referencing Du Bois.
    - Collective Synecdoche: Applicable because Du Bois is mentioned alongside other famous intellectuals and activists (Frederick Douglass, Martin Luther King Jr.) to represent a facet of Black intellectual and activist history focused on inclusion.

**Codes Applied**:
- Scholar
- Social/Political Advocacy
- Out of the Mouth of Academics
- Collective Synecdoche
"
75,1,0,0,0,0,0,0,0,1,"User: The only way to learn spelling is to read so much that you automatically recognize what thousands and thousands of English words look like. And how much Aristotle, Plato, St. Thomas, Du Bois and Carrie Chapman Catt can a college student read before overtaken by stupor?
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable because Du Bois is listed alongside other intellectuals like Aristotle, Plato, and St. Thomas, implying his scholarly contributions.
   - Activist: Not directly applicable as the passage does not mention his activism or leadership roles.

2. **General Themes**:
    - Monumental Memorialization: Not applicable as there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not directly applicable as the passage does not mention specific academic works or theoretical concepts by Du Bois, but rather implies his body of work through his inclusion with other scholars.
    - Social/Political Advocacy: Not directly applicable as the passage does not mention any form of social or political activism, advocacy, critique, or discourse.

3. **Canonization Processes**:
    - Coalition Building: Not applicable as Du Bois is not described as building his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Not applicable as the passage does not indicate an academic organization or its member engaging with Du Bois's work.
    - Out of the Mouth of Activists: Not applicable as the passage does not feature an activist referencing Du Bois.
    - Collective Synecdoche: Applicable because Du Bois is mentioned alongside other famous intellectuals (Aristotle, Plato, St. Thomas) and a prominent activist (Carrie Chapman Catt) to represent a broad intellectual and activist landscape.

**Codes Applied**:
- Scholar
- Collective Synecdoche
"
74,0,1,0,0,1,0,0,0,0,"User: Outside the church, attempts to organize national self-help groups had checkered histories. Booker T. Washington's National Negro Business League, formed to aid small black businesses, met resistance from both whites and black leaders like W. E. B. Du Bois, who objected to Washington's acceptance of racial segregation.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not directly applicable because Du Bois's objection is presented as a political stance rather than a scholarly argument.
   - Activist: Applicable because Du Bois is described as a ""black leader"" who ""objected to Washington's acceptance of racial segregation,"" implying his active opposition to a policy.

2. **General Themes**:
    - Monumental Memorialization: Not applicable as there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable as no specific academic works or theoretical concepts by Du Bois are mentioned or quoted.
    - Social/Political Advocacy: Applicable because Du Bois's objection to racial segregation and his role as a leader in opposing it clearly falls under social and political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable as the passage does not describe Du Bois as building his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Not applicable as the passage does not feature an academic discussing Du Bois or his work.
    - Out of the Mouth of Activists: Not applicable as the passage does not present an activist or leader referencing Du Bois's work or legacy.
    - Collective Synecdoche: Not applicable as Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Activist
- Social/Political Advocacy
"
60,0,0,0,0,0,0,0,0,0,"User: Mrs. Du Bois, who now makeS. her home in Cairo, told ;how the “death masks, paintings,; and sculptures” of the. time of'. Cleopatra had “the features of brothers.”
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable. The passage does not describe Du Bois as a scholar or intellectual.
   - Activist: Not applicable. The passage does not mention Du Bois's activism or political activity.

2. **General Themes**:
    - Monumental Memorialization: Not applicable. The passage does not mention any enduring cultural objects named after Du Bois.
    - Mention of Scholarly Work: Not applicable. The passage does not mention any of Du Bois's academic works or theoretical concepts.
    - Social/Political Advocacy: Not applicable. The passage does not mention or imply any form of social or political activism, advocacy, critique, or discourse related to Du Bois.

3. **Canonization Processes**:
    - Coalition Building: Not applicable. The passage does not describe Du Bois as an agent establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable. The passage does not feature an academic engaging with Du Bois's work or representing him as a concept.
    - Out of the Mouth of Activists: Not applicable. The passage does not feature an activist referencing or drawing upon Du Bois's work or legacy.
    - Collective Synecdoche: Not applicable. Du Bois is not mentioned with other figures to represent a facet of culture, era, or ideology.

**Codes Applied**:
None
"
48,1,1,1,1,1,0,0,1,0,"User: Du Bois was born in Massachusetts in 1868. He gained initial prominence in 1903 with a book, ""The Souls of Black Folks,"" that said blacks should be more aggressive in opposing the segregationist laws that had replaced the laws governing slaves. In 1909, Du Bois helped to found the National Association for the Advancement of Colored People and for 24 years edited its magazine, Crisis. In the 1930's and 40's, Du Bois drifted away from the N.A.A.C.P., saying it had come to reflect middle-class values and was not helping the poorest blacks. In the 50's, Du Bois became increasingly critical of the United States, and in 1961, at the age of 93, he joined the Communist Party and moved to Ghana, where he died two years later. In response to criticism that the Postal Service should not honor a Communist, Donald McDowell, who heads the philatelic program, said in an interview with Linn's Stamp News, ""There was much more to Du Bois than that bitter chapter of his life."" Collectors who want a first-day cancellation of the Du Bois stamp should buy the stamp at a post office and affix it to an addressed envelope. The envelope, of course, can be decorated in any way, which teachers might use as a tool to teach history to younger children. The envelopes should be sent in a larger envelope to Du Bois Stamp, c/o Postmaster, 3900 Crown Road, Atlanta, Ga. 30304. There is no charge for the service. New From the U.N.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable, as ""The Souls of Black Folks"" is mentioned as a significant book, implying his intellectual contributions.
   - Activist: Applicable, as his role in founding the NAACP and editing its magazine, along with his critique of the organization, clearly indicates his activism.

2. **General Themes**:
   - Monumental Memorialization: Applicable, as the passage discusses a ""Du Bois stamp"" from the Postal Service, which is a form of memorialization.
   - Mention of Scholarly Work: Applicable, as ""The Souls of Black Folks"" is explicitly named as a significant book.
   - Social/Political Advocacy: Applicable, as the passage discusses his opposition to segregationist laws, his critique of the NAACP's values, and his increasing criticism of the United States, all of which fall under social and political advocacy.

3. **Canonization Processes**:
   - Coalition Building: Not applicable, as there is no mention of Du Bois establishing his reputation through organizational and institutional sponsorship.
   - Out of the Mouth of Academics: Not applicable, as the passage does not feature an academic discussing Du Bois's work or representing him as a concept.
   - Out of the Mouth of Activists: Applicable, as Donald McDowell, heading the philatelic program, defends Du Bois's legacy, implying a connection to public service or advocacy.
   - Collective Synecdoche: Not applicable, as Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Scholar
- Activist
- Monumental Memorialization
- Mention of Scholarly Work
- Social/Political Advocacy
- Out of the Mouth of Activists
"
119,0,1,0,0,1,0,0,0,0,"User: In the mid-1920s, W. E. B. Du Bois began a letter-writing campaign, demanding that book publishers, newspaper editors and magazines capitalize the N in Negro when referring to Black people. Even though Du Bois himself didn’t use the word Negro consistently — one of his most famous works, after all, is “The Souls of Black Folk” — it was the official name for the race, and as such, Du Bois wanted that word to confer respect on the page as well as in daily life.  In 1926, The New York Times denied his request, as did most other newspapers. In 1929, when the editor for the Encyclopaedia Britannica informed Du Bois that Negro would be lowercased in the article he had submitted for publication, Du Bois quickly wrote a heated retort that called “the use of a small letter for the name of twelve million Americans and two hundred million human beings a personal insult.” The editor changed his mind and conceded to the capital N, as did many other mainstream publications including The Atlantic Monthly and, eventually, The New York Times. 
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not directly applicable because the passage focuses on his activism and advocacy rather than his intellectual contributions or scholarly pursuits.
   - Activist: Applicable because the passage details his letter-writing campaign and demands to publishers and editors, which are clear examples of his political and social activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of any enduring cultural object being named after Du Bois.
    - Mention of Scholarly Work: Not directly applicable because while ""The Souls of Black Folk"" is mentioned, it is in the context of his naming conventions, not a discussion of its scholarly content or theoretical concepts.
    - Social/Political Advocacy: Applicable because the passage describes Du Bois's efforts to advocate for respectful representation of Black people in media, which is a form of social and political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because the passage does not describe Du Bois establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable because the passage does not feature academics engaging with Du Bois's work or persona.
    - Out of the Mouth of Activists: Not applicable because the passage does not show an activist referencing or drawing upon Du Bois's work or legacy.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Activist
- Social/Political Advocacy
"
109,1,0,0,0,0,0,1,0,1,"User: A few independent black American scholars have pur sued these lines, but no one can do it alone even in an entire lifetime. No one can hope to discover all the sources or to command so much knowl edge. Scholars such as W. E. B. Du Bois, Benjamin Brawley, Rayford Logan, Franklin Fra zier, John Hope Franklin and Benjamin Quarles have, com mendably and thoroughly, each examined his own length of line.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable, as Du Bois is listed alongside other individuals described as ""scholars"" and is implicitly recognized for his intellectual contributions to understanding Black American experiences.
   - Activist: Not directly applicable, as the passage focuses on the scholarly pursuits of these individuals and does not mention any explicit activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable, as there is no mention of any enduring cultural objects named after Du Bois.
    - Mention of Scholarly Work: Not directly applicable, as while Du Bois is mentioned as a scholar, specific scholarly works or theoretical concepts are not named or quoted.
    - Social/Political Advocacy: Not directly applicable, as the passage focuses on the academic examination of lines of inquiry rather than explicit social or political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable, as the passage does not describe Du Bois as an agent establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Applicable, as Du Bois is mentioned in the context of a list of ""independent black American scholars"" who have examined specific areas of study.
    - Out of the Mouth of Activists: Not applicable, as the individuals mentioned are described as scholars, not activists or leaders.
    - Collective Synecdoche: Applicable, as Du Bois is mentioned alongside other famous Black American intellectuals to represent a facet of race scholarship and historical examination.

**Codes Applied**:
- Scholar
- Out of the Mouth of Academics
- Collective Synecdoche
"
64,0,0,0,1,0,0,1,0,0,"User: A book-length collection of essays, some by him and some by another scholar of African-American history, Elliott Rudwick, was published in 1976 under the title ''Along the Color Line: Explorations in the Black Experience.'' Looking back more than a quarter-century later, David Levering Lewis, winner of Pulitzer Prizes for both volumes of his biography of W. E. B. Du Bois, wrote, ''Meier and Rudwick's intellectual passion, professional integrity and almost manic involvement in virtually every aspect of their academic specialty were of inestimable value in the coming of age of African-American history.''
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not directly applicable because while his work is mentioned, the passage focuses on the scholarly work of others and their passion for the field, not Du Bois's characterization as a scholar.
   - Activist: Not applicable because the passage does not mention or imply Du Bois's activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because no enduring cultural objects are named after Du Bois.
    - Mention of Scholarly Work: Applicable because the passage refers to a ""book-length collection of essays"" and implicitly references Du Bois's contributions to scholarship through the mention of ""Along the Color Line: Explorations in the Black Experience.""
    - Social/Political Advocacy: Not applicable because the passage focuses on academic scholarship and its development, not social or political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because the passage does not describe Du Bois as an agent establishing his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Applicable because David Levering Lewis, a Pulitzer Prize-winning biographer (an academic role), is quoted discussing the value of the scholarly work related to Du Bois.
    - Out of the Mouth of Activists: Not applicable because the individuals quoted are described in academic contexts, not as activists or leaders.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Mention of Scholarly Work
- Out of the Mouth of Academics
"
70,0,0,0,0,0,0,0,0,0,"User: SCHOMBURG CENTER FOR RESEARCH IN BLACK CULTURE, 515 Lenox Avenue, at 135th Street, Manhattan. The center's holdings include audio tapes of W. E. B. Du Bois and Booker T. Washington; the original manuscript of Richard Wright's novel ""Native Son,"" and thousands of other documents, paintings and photographs. The main exhibition now is ""The African Presence in the Americas: 500 Years of Tradition and Transformation,"" with maps, photographs, lithographs and memorabilia. Also on view is ""African-Americans in Space Science,"" an exploration of black involvement in science and technology. (Both shows run through Dec. 31.) Other events include a screening of ""To Sleep With Anger,"" a film with Danny Glover, Sheryl Lee Ralph, Mary Alice and Vonetta McGee, to be followed by a discussion with Charles Burnett, the film's director (today at 3 P.M.), and a holiday open house featuring the Forces of Nature dancers and the Abyssinian Baptist Church Choir (Dec. 22 at 3 P.M.). Hours: Mondays and Tuesdays from noon to 8 P.M.; Wednesdays and Fridays from noon to 6 P.M.; Saturdays from 10 A.M. to 6 P.M., closed Sundays, Thursdays and holidays. Free. Information: (212) 491-2200.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable. While Du Bois's audio tapes are held at the Schomburg Center, the passage does not describe him as a scholar or intellectual.
   - Activist: Not applicable. The passage mentions Du Bois's audio tapes alongside Booker T. Washington's, but does not describe his activism or political activity.

2. **General Themes**:
    - Monumental Memorialization: Not applicable. No enduring cultural objects are named after Du Bois in this passage.
    - Mention of Scholarly Work: Not applicable. The passage mentions audio tapes of Du Bois, but not his academic works or theoretical concepts.
    - Social/Political Advocacy: Not applicable. The passage does not mention or imply any social or political activism, advocacy, critique, or discourse related to Du Bois.

3. **Canonization Processes**:
    - Coalition Building: Not applicable. There is no mention of Du Bois establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable. The passage does not feature an academic discussing Du Bois's work or representing him as a concept.
    - Out of the Mouth of Activists: Not applicable. No individual described as an activist or leader references or draws upon Du Bois's work or legacy.
    - Collective Synecdoche: Not applicable. Du Bois is not mentioned alongside other famous figures to represent a broader concept.

**Codes Applied**:
None
"
58,1,0,1,0,0,0,1,0,0,"User: ""C.C.N.Y. ought to have one of the best black studies departments in the country, something like Harvard's W. E. B Du Bois Center for example,"" said one faculty member who asked not to be identified. ""That's the shame of it."" Distorted Image
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable, as the passage implies Du Bois's intellectual contributions are the basis for a center of study.
   - Activist: Not directly applicable, as the passage focuses on his scholarly legacy rather than his direct activism.

2. **General Themes**:
    - Monumental Memorialization: Applicable, as the passage mentions a ""W. E. B Du Bois Center"" which is a named institution.
    - Mention of Scholarly Work: Not directly applicable, as no specific scholarly works or concepts are mentioned.
    - Social/Political Advocacy: Not directly applicable, as the passage focuses on academic institutions rather than direct advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable, as there is no mention of Du Bois building his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Applicable, as a faculty member is referencing Du Bois in the context of academic institutions.
    - Out of the Mouth of Activists: Not directly applicable, as the speaker is identified as a faculty member, not an activist.
    - Collective Synecdoche: Not applicable, as Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Scholar
- Monumental Memorialization
- Out of the Mouth of Academics
"
59,1,0,0,0,1,0,1,0,0,"User: Sowell considers West Indians and educated blacks whose genealogy can be traced to freedmen as a group “atypical of the black population” and that they have dissimilar interest from that of poor blacks. As an example he selects the radical W.E.B. Du Bois as the “free person of color,” but his contemporary, the conservatively‐oriented ex‐slave Booker T. Washington, who wielded far more power than Du Bois, is conveniently ignored since he does not fit the Sowell thesis.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable, as Du Bois is presented as a radical intellectual whose ideas are being analyzed within a theoretical framework.
   - Activist: Not directly applicable, as the passage focuses on his intellectual radicalism rather than explicit political action.

2. **General Themes**:
    - Monumental Memorialization: Not applicable, as there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable, as specific scholarly works or theoretical concepts are not named or quoted.
    - Social/Political Advocacy: Applicable, as Du Bois is presented as a ""radical"" whose ideas are being discussed in the context of differing interests within the Black population, implying a critique of social structures.

3. **Canonization Processes**:
    - Coalition Building: Not applicable, as there is no mention of Du Bois establishing his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Applicable, as Sowell, presumably an academic, is engaging with Du Bois's work and persona to support his thesis.
    - Out of the Mouth of Activists: Not applicable, as the passage does not feature an activist referencing Du Bois.
    - Collective Synecdoche: Not applicable, as Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Scholar
- Social/Political Advocacy
- Out of the Mouth of Academics
"
